Gender,Age,Education_Level,Relationship_Status,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR5,VAR6,VAR7,Attrition_rate
F,31,2,Married,IT,Conceptual,5.0,4,64,0,3,8,type2,2.0,3,3,7,3,0.0941
M,35,3,Single,Operarions,Behavioral,11.0,2,48,1,5,5,type3,2.0,3,2,6,3,0.1113
M,54,1,Married,Security,Conceptual,31.0,4,69,2,4,7,type2,2.0,3,3,5,1,0.1293
M,64,4,Single,Logistics,Conceptual,13.385064177362894,2,20,1,3,4,type3,3.0,3,2,9,4,0.0013
M,65,3,Married,IT,Conceptual,34.0,1,45,1,3,6,type2,1.0,3,4,8,4,0.3159
F,42,4,Married,Sales,Analytical,11.0,3,36,0,2,4,type1,1.0,4,3,7,3,0.1795
M,32,2,Single,Production,Directive,4.0,1,54,1,3,5,type2,1.0,3,4,5,3,0.1332
M,34,4,Married,IT,Directive,8.0,1,65,1,1,4,type2,2.0,3,3,6,4,0.2733
F,26,4,Married,Operarions,Analytical,2.0,2,44,2,4,6,type4,4.0,3,2,8,3,0.8273
M,35,3,Married,Purchasing,Conceptual,10.0,1,32,0,1,6,type3,4.0,3,4,7,3,0.122
F,60,3,Married,Logistics,Analytical,31.0,1,68,0,3,10,type3,1.0,2,3,8,3,0.0401
F,27,3,Married,Human Resource Management,Behavioral,4.0,1,66,0,3,8,type3,3.0,3,2,8,3,0.0894
F,50,3,Married,R&D,Conceptual,26.0,3,74,1,2,10,type4,1.0,3,2,8,5,0.0737
F,57,4,Married,R&D,Analytical,31.0,4,41,0,3,8,type2,1.0,1,3,8,3,0.5672
M,65,4,Married,Sales,Directive,43.0,2,65,1,2,7,type0,3.0,3,1,7,2,0.0578
M,55,4,Single,Purchasing,Behavioral,27.0,2,46,1,3,8,type2,1.0,2,1,6,3,0.037000000000000005
F,52,2,Married,IT,Conceptual,22.0,1,52,2,3,10,type2,3.0,3,3,6,1,0.1946
M,38,5,Single,IT,Behavioral,14.0,4,28,1,5,9,type3,3.0,4,4,5,4,0.1346
F,46,5,Single,IT,Directive,19.0,2,23,1,3,7,type1,4.0,5,4,5,3,0.3561
F,22,4,Single,Sales,Behavioral,3.0,2,36,0,1,6,type2,4.0,2,3,6,5,0.4376
F,37,5,Married,Accounting and Finance,Directive,8.0,4,40,0,2,6,type2,3.0,3,3,7,3,0.087
F,60,2,Single,R&D,Directive,26.0,4,63,1,3,1,type2,4.0,2,1,9,3,0.0678
F,52,5,Single,IT,Behavioral,18.0,4,56,1,2,8,type2,2.0,5,3,8,3,0.2673
F,59,4,Single,Quality,Directive,30.0,2,26,1,3,9,type4,1.0,4,3,6,2,0.0596
F,60,5,Married,Sales,Behavioral,29.0,2,20,1,3,6,type2,3.0,3,3,7,4,0.146
F,47,4,Married,IT,Conceptual,13.0,2,29,0,3,6,type2,2.0,3,2,7,3,0.0209
F,22,3,Married,IT,Behavioral,3.0,3,54,1,1,8,type2,2.0,3,4,8,3,0.0946
F,49,3,Married,R&D,Directive,10.0,3,36,2,2,6,type2,3.0,3,5,5,4,0.5007
F,46,5,Married,IT,Analytical,14.0,2,53,1,3,5,type2,5.0,4,3,7,4,0.1131
F,47,2,Married,Accounting and Finance,Conceptual,11.0,1,71,0,3,8,type3,4.0,3,4,5,3,0.7733
M,58,4,Married,R&D,Directive,19.0,4,47,0,2,9,type2,2.0,3,3,7,2,0.5815
F,32,4,Single,Marketing,Behavioral,5.0,3,68,0,2,6,type2,4.0,3,2,8,5,0.1038
M,58,3,Married,IT,Behavioral,29.0,4,52,1,4,5,type2,1.0,3,3,9,3,0.0873
F,26,3,Married,Operarions,Conceptual,2.0,2,58,1,3,9,type2,3.0,4,2,8,3,0.0642
M,37,3,Married,Sales,Behavioral,13.0,4,38,1,5,8,type3,1.0,4,2,8,3,0.1973
F,21,3,Married,IT,Analytical,2.0,2,37,1,2,7,type3,2.0,3,1,6,3,0.0911
M,59,3,Married,Operarions,Conceptual,24.0,1,71,2,3,10,type2,2.0,1,3,5,3,0.0157
M,65,1,Single,Purchasing,Directive,37.0,2,40,0,3,5,type3,4.0,3,2,8,3,0.1509
F,60,3,Married,IT,Behavioral,24.0,2,62,1,1,5,type3,2.0,3,3,7,4,0.1812
F,42,2,Married,IT,Analytical,4.0,2,32,0,2,6,type4,4.0,1,2,8,3,0.6613
M,57,4,Single,R&D,Directive,34.0,2,60,1,2,1,type2,2.0,3,3,6,3,0.2968
F,34,3,Married,Logistics,Conceptual,6.0,4,24,1,3,8,type0,3.0,4,3,5,3,0.266
M,60,5,Married,Accounting and Finance,Behavioral,24.0,2,70,1,3,8,type3,1.0,4,3,8,1,0.1413
F,22,2,Married,R&D,Directive,3.0,3,24,0,2,6,type2,4.0,3,2,6,3,0.0944
F,42,1,Married,R&D,Behavioral,13.0,4,46,0,3,6,type3,1.0,3,2,7,3,0.0775
M,65,3,Married,Sales,Directive,31.0,3,54,0,4,5,type2,3.0,3,3,7,3,0.1303
M,55,3,Married,Accounting and Finance,Behavioral,19.0,4,37,0,3,8,type2,3.0,5,3,7,3,0.2389
M,26,4,Married,Marketing,Analytical,2.0,2,46,2,3,5,type2,3.0,3,4,8,5,0.2904
M,36,4,Single,Quality,Conceptual,10.0,2,23,1,5,10,type3,1.0,5,4,5,3,0.0816
F,45,4,Married,Security,Analytical,16.0,4,38,1,2,8,type2,2.0,5,3,9,3,0.0408
F,63,4,Married,Operarions,Behavioral,30.0,2,41,0,3,7,type3,3.0,2,3,8,4,0.1763
F,19,4,Married,Operarions,Behavioral,0.0,0,48,1,1,10,type3,3.0,4,3,6,3,0.223
F,42,3,Married,Operarions,Directive,12.0,4,52,2,3,6,type2,2.0,4,3,5,4,0.2857
F,44,2,Married,IT,Analytical,16.0,2,51,1,3,9,type2,1.0,4,2,8,3,0.1611
F,35,4,Married,Accounting and Finance,Behavioral,11.0,4,26,1,2,7,type2,3.0,3,3,6,3,0.1469
F,23,4,Married,R&D,Directive,4.0,4,69,1,2,6,type2,3.0,3,2,5,3,0.4016
M,53,2,Single,Purchasing,Behavioral,18.0,3,59,1,3,4,type2,1.0,3,3,5,3,0.1824
M,44,3,Married,Logistics,Analytical,21.0,3,21,0,5,7,type3,4.0,3,3,5,4,0.2555
M,56,1,Married,IT,Conceptual,21.0,1,21,1,3,7,type3,1.0,3,3,7,4,0.7055
M,49,5,Single,Purchasing,Conceptual,15.0,4,31,2,4,5,type3,1.0,3,2,8,2,0.3486
F,25,2,Married,Operarions,Directive,6.0,1,44,0,1,6,type3,3.0,4,2,6,3,0.197
F,48,3,Married,Human Resource Management,Analytical,18.0,2,44,1,1,6,type3,1.0,4,2,5,3,0.0445
M,25,3,Married,Purchasing,Directive,6.0,3,39,0,1,4,type3,1.0,3,3,8,3,0.1481
F,44,4,Married,Sales,Behavioral,21.0,4,47,0,5,7,type2,3.0,3,3,6,4,0.1972
F,42,4,Married,IT,Behavioral,16.0,4,21,2,2,6,type3,1.0,4,2,8,3,0.086
F,21,4,Married,IT,Behavioral,2.0,2,22,0,3,8,type3,1.0,3,3,5,3,0.3947
M,54,2,Married,R&D,Directive,27.0,3,59,1,2,5,type2,1.0,3,4,7,5,0.657
F,60,3,Married,Operarions,Directive,22.0,3,28,0,3,8,type2,4.0,4,2,7,4,0.1719
M,50,2,Single,IT,Behavioral,26.0,3,24,0,3,8,type3,3.0,3,4,6,3,0.1001
M,28,3,Married,R&D,Directive,5.0,1,33,1,2,6,type3,3.0,3,3,8,3,0.063
M,58,4,Married,Sales,Behavioral,19.0,2,63,0,1,4,type2,3.0,4,4,7,3,0.1657
F,27,3,Married,Operarions,Analytical,5.0,4,21,1,1,4,type2,4.0,3,4,5,3,0.2274
M,22,4,Single,IT,Analytical,3.0,3,50,1,3,2,type2,4.0,4,2,8,4,0.1773
M,31,1,Married,IT,Analytical,6.0,4,55,2,1,5,type3,4.0,3,2,5,3,0.2233
F,65,4,Married,IT,Directive,38.0,3,64,0,2,5,type3,2.0,3,1,7,5,0.0017
F,32,3,Married,IT,Conceptual,4.0,2,41,1,2,8,type3,2.0,3,3,8,4,0.0719
F,35,2,Married,Purchasing,Behavioral,9.0,4,27,1,3,1,type3,1.0,3,3,7,3,0.1676
F,33,2,Married,Logistics,Directive,9.0,1,57,2,4,9,type2,1.0,3,3,8,3,0.123
M,43,3,Married,Purchasing,Analytical,5.0,3,66,1,3,8,type2,2.0,4,3,8,2,0.5332
F,54,4,Married,Logistics,Conceptual,16.0,2,31,1,3,6,type3,1.0,3,4,6,3,0.2535
F,54,3,Single,R&D,Conceptual,21.0,4,68,0,2,2,type2,2.0,5,2,8,3,0.7364
F,54,3,Single,IT,Behavioral,20.0,2,59,1,3,7,type2,1.0,3,3,5,4,0.2924
M,25,5,Single,Human Resource Management,Analytical,6.0,1,26,1,4,10,type2,2.0,3,3,8,2,0.0566
F,25,5,Married,Logistics,Conceptual,6.0,4,37,0,3,4,type2,4.0,3,4,8,3,0.099
M,25,3,Married,R&D,Directive,6.0,4,51,1,2,5,type2,3.0,3,2,8,3,0.2876
F,36,5,Married,Human Resource Management,Analytical,7.0,3,32,1,3,7,type2,4.0,2,2,9,3,0.0169
F,22,3,Married,Purchasing,Behavioral,3.0,3,73,0,3,8,type2,1.0,3,2,7,2,0.7505
M,19,4,Married,Human Resource Management,Analytical,0.0,0,64,0,3,6,type2,1.0,4,3,8,5,0.1238
F,21,2,Married,Quality,Directive,2.0,2,43,1,5,2,type2,1.0,3,4,8,3,0.128
F,60,3,Married,Human Resource Management,Conceptual,24.0,2,54,1,5,7,type3,1.0,3,2,8,4,0.1075
F,64,2,Married,IT,Behavioral,40.0,4,46,0,3,10,type2,1.0,3,4,7,5,0.1322
M,24,5,Married,Marketing,Behavioral,5.0,4,67,0,2,8,type3,1.0,4,2,8,3,0.1419
F,60,4,Single,Logistics,Directive,38.0,2,34,1,4,5,type2,1.0,4,4,7,3,0.1992
F,20,3,Married,IT,Analytical,1.0,1,20,1,3,7,type2,1.0,3,3,8,3,0.0634
F,52,4,Married,Sales,Directive,18.0,1,41,2,3,4,type2,3.0,3,5,6,3,0.1309
M,29,5,Single,Sales,Directive,7.0,4,59,1,2,8,type2,3.0,3,3,5,3,0.0736
M,44,1,Married,IT,Directive,5.0,4,48,2,4,5,type3,4.0,5,4,8,3,0.2783
M,53,3,Married,Logistics,Directive,23.0,2,36,1,1,8,type3,3.0,2,2,8,3,0.0312
F,30,3,Married,Operarions,Analytical,8.0,1,23,0,4,8,type2,1.0,4,5,6,1,0.0293
F,28,3,Single,Logistics,Analytical,4.0,3,56,0,3,5,type2,2.0,3,2,5,3,0.2166
F,45,4,Married,IT,Behavioral,16.0,1,67,1,3,7,type3,2.0,3,3,8,3,0.0027
F,30,3,Single,R&D,Conceptual,6.0,4,66,1,2,5,type4,1.0,2,4,9,4,0.2889
M,31,3,Single,Logistics,Analytical,5.0,3,59,2,3,1,type2,3.0,3,3,9,3,0.2794
F,28,3,Single,IT,Analytical,5.0,4,56,2,1,8,type2,4.0,3,2,6,4,0.0546
M,29,3,Single,Marketing,Directive,6.0,1,64,1,4,1,type2,1.0,3,2,5,1,0.107
M,54,3,Married,Accounting and Finance,Conceptual,30.0,3,56,0,4,5,type1,3.0,3,5,7,3,0.4613
F,19,4,Married,Purchasing,Directive,0.0,0,63,1,3,8,type2,3.0,3,1,6,5,0.0133
M,37,4,Single,Logistics,Analytical,13.0,4,52,1,2,3,type2,2.0,3,5,7,3,0.1974
F,44,1,Single,Purchasing,Directive,14.0,4,63,1,3,5,type4,3.0,3,2,6,4,0.0341
F,54,3,Single,IT,Analytical,18.0,1,74,1,3,6,type1,3.0,1,1,8,3,0.0747
F,52,4,Married,Logistics,Conceptual,28.0,4,70,0,3,4,type2,3.0,4,4,5,3,0.0738
F,28,3,Married,Operarions,Behavioral,4.0,2,21,1,4,4,type3,3.0,3,2,6,4,0.2106
F,49,3,Single,Operarions,Conceptual,16.0,2,26,1,3,8,type2,1.0,4,1,5,5,0.1043
M,23,3,Married,IT,Directive,4.0,3,60,1,3,5,type2,3.0,2,2,7,4,0.13
F,51,4,Married,IT,Directive,20.0,4,23,1,1,5,type2,1.0,5,2,7,2,0.0465
F,41,3,Married,IT,Behavioral,6.0,1,25,2,3,9,type3,4.0,3,4,8,3,0.0833
F,31,4,Married,Human Resource Management,Behavioral,3.0,2,33,0,3,4,type1,2.0,4,2,7,4,0.1567
F,24,3,Married,Security,Directive,5.0,4,32,1,2,9,type3,1.0,3,2,5,4,0.0222
F,48,4,Single,Logistics,Behavioral,10.0,4,25,0,3,9,type3,2.0,3,2,8,4,0.1175
F,24,4,Single,Purchasing,Behavioral,5.0,1,23,1,5,2,type3,1.0,3,2,7,3,0.0082
M,41,4,Married,Human Resource Management,Analytical,17.0,3,48,2,3,8,type2,4.0,3,1,8,3,0.1549
M,39,1,Married,Purchasing,Behavioral,32.0,1,53,0,2,6,type0,3.0,3,3,7,4,0.1277
F,28,4,Married,Operarions,Directive,5.0,3,54,2,3,8,type2,3.0,3,3,6,4,0.2936
F,47,4,Single,Production,Behavioral,22.0,2,35,1,3,6,type4,2.0,1,4,8,4,0.1104
M,25,5,Married,Accounting and Finance,Conceptual,6.0,1,63,1,3,7,type2,3.0,4,4,6,2,0.0287
F,60,4,Single,Accounting and Finance,Behavioral,23.0,2,45,0,4,5,type2,2.0,4,3,9,2,0.1815
F,27,4,Married,Logistics,Conceptual,4.0,2,35,2,2,6,type3,1.0,3,3,8,3,0.0207
F,55,2,Married,Logistics,Conceptual,30.0,3,49,1,2,7,type2,2.0,3,3,8,3,0.0097
M,39,3,Married,Sales,Conceptual,8.0,4,37,1,5,2,type2,3.0,4,2,7,3,0.2418
M,39,3,Married,IT,Behavioral,19.0,2,67,1,3,6,type3,2.0,3,3,7,3,0.2317
M,65,3,Single,Marketing,Behavioral,42.0,4,21,1,3,7,type2,1.0,3,2,7,4,0.5539
F,52,2,Married,Purchasing,Behavioral,22.0,4,27,2,2,5,type2,2.0,3,4,8,3,0.2208
M,55,5,Married,Logistics,Behavioral,32.0,2,59,1,3,8,type2,2.0,3,3,7,4,0.1837
F,22,4,Single,IT,Behavioral,3.0,2,58,1,3,4,type2,3.0,3,3,7,3,0.0221
M,26,3,Single,Human Resource Management,Analytical,2.0,2,25,0,2,8,type2,3.0,5,3,8,3,0.1892
F,44,5,Married,Accounting and Finance,Analytical,13.0,3,44,0,2,8,type3,3.0,3,1,7,4,0.1091
F,32,4,Single,IT,Directive,3.0,2,43,0,1,8,type2,4.0,4,1,5,3,0.0489
F,35,3,Married,Quality,Directive,10.0,4,30,2,5,8,type2,3.0,3,4,8,3,0.2105
M,22,4,Single,IT,Directive,3.0,3,28,0,2,8,type4,3.0,4,2,6,3,0.1841
F,35,4,Married,IT,Analytical,12.0,4,70,1,5,7,type2,1.0,3,4,7,3,0.0517
M,59,4,Single,IT,Directive,35.0,1,60,2,3,6,type3,3.0,3,1,7,4,0.0623
M,59,5,Married,Purchasing,Directive,37.0,1,72,0,2,8,type3,2.0,2,2,8,3,0.1453
F,44,1,Married,IT,Conceptual,14.0,1,21,1,3,6,type2,4.0,3,3,9,3,0.2721
M,31,3,Married,IT,Behavioral,8.0,3,30,1,4,7,type3,2.0,3,3,8,3,0.0
F,51,1,Married,Production,Conceptual,19.0,1,21,1,5,7,type3,5.0,4,2,7,3,0.1078
F,63,3,Single,Marketing,Behavioral,37.0,4,62,2,3,6,type3,1.0,3,3,7,3,0.1946
M,20,3,Married,Sales,Analytical,1.0,1,53,0,1,3,type4,5.0,3,4,5,3,0.9513
F,55,1,Single,Sales,Analytical,13.385064177362894,1,29,1,5,6,type4,4.0,3,3,5,3,0.0291
F,39,3,Married,Accounting and Finance,Directive,10.0,2,68,1,2,7,type2,3.0,4,4,8,3,0.2288
F,62,3,Single,Marketing,Behavioral,24.0,1,24,1,1,6,type4,2.0,2,4,9,4,0.0961
F,22,2,Single,Operarions,Behavioral,3.0,3,36,0,3,2,type2,3.0,3,4,5,4,0.249
M,52,5,Single,Logistics,Behavioral,29.0,4,60,0,3,5,type2,1.0,3,2,8,3,0.1813
F,31,4,Married,Human Resource Management,Analytical,2.0,2,34,1,2,6,type2,1.0,1,3,7,2,0.2239
F,47,1,Single,Sales,Directive,8.0,4,54,1,3,4,type3,1.0,3,2,7,5,0.9957
M,25,4,Married,Operarions,Directive,6.0,2,39,2,5,5,type2,3.0,2,3,8,3,0.4281
F,29,4,Married,IT,Conceptual,5.0,2,52,0,5,7,type2,2.0,3,2,8,5,0.0981
F,29,4,Single,R&D,Behavioral,6.0,1,64,1,4,2,type1,1.0,4,3,6,3,0.5983
F,29,2,Single,Operarions,Behavioral,7.0,1,20,0,1,5,type3,3.0,3,3,5,4,0.0365
M,51,5,Single,Sales,Directive,20.0,4,39,0,4,5,type3,1.0,2,5,8,4,0.1048
F,26,4,Single,R&D,Conceptual,2.0,2,60,0,2,5,type3,1.0,3,2,6,3,0.0425
M,30,3,Single,Accounting and Finance,Analytical,7.0,3,57,1,4,4,type1,2.0,4,2,5,3,0.0295
F,54,4,Married,IT,Conceptual,15.0,1,71,2,1,7,type2,2.0,3,2,6,3,0.0743
F,33,3,Married,Purchasing,Conceptual,7.0,4,62,1,2,2,type2,2.0,3,3,8,5,0.049
M,65,2,Single,IT,Behavioral,37.0,4,36,1,5,5,type3,3.0,3,2,7,3,0.29
M,50,2,Married,IT,Behavioral,25.0,4,24,2,2,5,type3,4.0,3,4,6,3,0.0003
F,48,4,Married,IT,Behavioral,21.0,1,43,1,3,2,type2,4.0,3,3,8,3,0.1856
M,52,4,Married,IT,Analytical,20.0,3,69,1,3,8,type3,1.0,3,3,5,3,0.1448
F,26,3,Married,IT,Conceptual,4.0,2,52,0,4,6,type2,2.0,2,3,8,3,0.1972
F,54,5,Married,Production,Behavioral,24.0,3,59,2,2,5,type2,3.0,3,2,8,5,0.1981
M,50,3,Married,Operarions,Behavioral,22.0,2,55,0,3,3,type2,3.0,4,4,8,3,0.0113
M,44,3,Single,Logistics,Conceptual,11.0,3,66,1,2,6,type3,3.0,3,2,8,3,0.1477
F,64,4,Single,Logistics,Analytical,40.0,1,60,1,4,4,type2,3.0,1,3,6,3,0.0616
F,22,3,Single,Logistics,Behavioral,3.0,2,23,0,2,8,type2,3.0,4,3,9,3,0.1816
F,37,4,Single,Operarions,Conceptual,14.0,2,42,1,3,9,type2,2.0,3,4,7,3,0.4455
F,38,3,Single,Logistics,Directive,11.0,4,34,2,5,1,type3,1.0,3,3,8,3,0.0024
M,52,3,Single,Operarions,Directive,13.0,1,28,1,2,4,type3,4.0,3,2,8,3,0.0374
F,63,1,Married,Operarions,Conceptual,37.0,3,37,1,5,7,type3,4.0,4,3,9,4,0.0341
F,45,4,Married,Logistics,Behavioral,15.0,1,41,1,5,7,type3,4.0,4,2,8,3,0.17
M,33,2,Married,Logistics,Conceptual,7.0,4,39,1,2,4,type3,2.0,3,3,7,3,0.5735
M,58,3,Single,Sales,Directive,13.385064177362894,4,50,2,4,6,type2,1.0,3,3,8,3,0.0589
M,39,4,Married,R&D,Conceptual,8.0,4,67,2,5,9,type0,3.0,3,3,7,3,0.1612
F,22,3,Single,Marketing,Directive,3.0,3,34,1,3,4,type2,3.0,3,3,8,3,0.1649
F,45,5,Married,Logistics,Conceptual,8.0,4,74,1,3,8,type1,3.0,3,2,5,3,0.2122
F,45,4,Married,IT,Directive,11.0,2,28,0,3,5,type3,3.0,3,3,7,4,0.3331
F,41,2,Single,Human Resource Management,Directive,14.0,1,34,1,1,6,type3,2.0,3,2,5,3,0.2973
F,57,3,Single,Logistics,Directive,28.0,2,55,0,2,4,type3,3.0,3,3,8,3,0.0623
F,33,4,Married,Sales,Conceptual,10.0,4,66,0,3,8,type2,1.0,3,3,6,2,0.05
M,25,4,Single,Purchasing,Conceptual,6.0,1,28,1,2,7,type3,3.0,3,2,8,4,0.5539
F,47,3,Single,Production,Behavioral,14.0,1,45,1,2,4,type2,1.0,3,3,7,5,0.0025
F,58,4,Single,IT,Directive,31.0,3,58,1,1,8,type3,3.0,3,2,5,4,0.9307
F,58,4,Single,IT,Conceptual,26.0,2,66,2,3,5,type2,1.0,2,3,9,4,0.0802
M,21,4,Married,Sales,Conceptual,2.0,1,37,1,4,8,type3,2.0,1,3,7,3,0.1317
F,59,1,Single,R&D,Analytical,23.0,4,52,0,4,6,type3,3.0,1,2,7,3,0.1135
F,58,2,Married,IT,Analytical,21.0,1,48,1,3,6,type3,3.0,3,1,6,3,0.0221
M,31,4,Married,Sales,Analytical,5.0,3,33,1,3,1,type2,1.0,4,4,5,2,0.1144
F,54,1,Single,Logistics,Behavioral,28.0,1,63,2,2,8,type2,1.0,3,3,9,3,0.0111
M,32,3,Single,Quality,Behavioral,7.0,1,30,0,3,8,type3,3.0,4,2,7,3,0.1833
M,58,1,Single,IT,Behavioral,31.0,2,74,1,4,5,type3,3.0,3,4,7,2,0.0272
F,37,3,Single,Logistics,Behavioral,9.0,4,24,0,3,9,type3,3.0,1,5,7,3,0.0492
F,44,3,Married,Logistics,Behavioral,22.0,3,30,0,3,4,type2,1.0,4,3,8,4,0.3875
F,51,5,Married,Human Resource Management,Directive,27.0,3,22,1,4,7,type2,3.0,5,3,7,3,0.4819
M,39,4,Married,Logistics,Conceptual,15.0,2,22,0,3,6,type3,1.0,3,2,7,3,0.0766
M,23,5,Married,Operarions,Analytical,4.0,1,66,0,3,6,type3,3.0,3,3,8,4,0.1841
M,39,4,Married,R&D,Directive,10.0,1,54,1,2,6,type4,3.0,4,2,9,4,0.0429
M,39,3,Single,Marketing,Behavioral,32.0,1,21,1,3,7,type3,1.0,3,1,8,1,0.2971
F,25,3,Single,IT,Analytical,6.0,1,55,0,1,2,type3,2.0,4,2,5,3,0.0177
M,24,4,Married,IT,Analytical,5.0,2,20,0,3,4,type2,2.0,3,2,8,3,0.2204
M,27,3,Single,IT,Analytical,3.0,1,66,1,5,7,type1,1.0,5,4,6,3,0.4901
F,52,4,Married,Sales,Behavioral,27.0,4,30,0,3,9,type2,4.0,2,4,5,3,0.2102
F,38,5,Married,Operarions,Conceptual,11.0,3,54,1,2,1,type3,3.0,3,2,9,3,0.1601
F,58,4,Married,IT,Directive,35.0,4,53,2,3,8,type3,2.0,3,3,9,4,0.2171
F,20,3,Married,IT,Conceptual,1.0,1,24,0,3,6,type2,1.0,4,4,8,3,0.1148
F,24,5,Single,R&D,Behavioral,5.0,1,42,1,4,5,type3,5.0,4,4,7,3,0.1606
F,54,2,Single,R&D,Analytical,17.0,2,56,1,3,5,type2,2.0,4,4,9,4,0.1262
F,25,3,Married,IT,Directive,6.0,1,23,1,1,5,type0,1.0,5,2,6,3,0.1241
F,31,3,Married,Sales,Behavioral,3.0,2,73,0,4,9,type4,1.0,1,3,8,4,0.5864
F,37,2,Single,Logistics,Directive,12.0,4,61,0,2,6,type1,5.0,3,4,5,3,0.111
F,31,2,Married,Marketing,Conceptual,9.0,2,49,1,4,7,type2,1.0,3,3,8,3,0.243
F,58,3,Married,IT,Behavioral,26.0,2,30,1,1,4,type3,4.0,3,2,8,5,0.1078
F,23,5,Married,Quality,Analytical,4.0,2,61,1,1,9,type3,2.0,3,2,6,3,0.1753
F,40,1,Single,Purchasing,Directive,15.0,4,45,1,4,6,type3,4.0,2,3,8,3,0.2722
M,45,4,Married,Logistics,Conceptual,7.0,3,64,0,3,9,type3,1.0,3,4,5,3,0.2874
M,21,2,Single,IT,Analytical,2.0,2,65,2,2,8,type2,1.0,3,5,6,5,0.5429
F,45,1,Married,Production,Conceptual,14.0,4,38,2,3,6,type3,4.0,3,3,7,5,0.0485
M,25,4,Married,Sales,Conceptual,6.0,4,52,0,2,6,type3,1.0,4,2,8,5,0.0482
F,28,3,Married,Sales,Conceptual,6.0,3,56,1,4,4,type2,1.0,3,3,8,3,0.1295
F,22,5,Married,Logistics,Conceptual,3.0,2,68,1,3,7,type2,2.0,5,3,7,3,0.4501
F,60,4,Single,Marketing,Directive,38.0,2,50,1,5,4,type2,1.0,4,4,7,5,0.0323
F,26,3,Married,Purchasing,Behavioral,2.0,1,24,1,5,9,type3,1.0,4,2,7,3,0.6248
F,27,3,Married,R&D,Behavioral,4.0,4,25,1,3,1,type2,3.0,3,4,8,3,0.1055
M,32,4,Single,Operarions,Conceptual,6.0,2,57,1,2,6,type2,1.0,1,2,8,4,0.0014
M,32,3,Married,Purchasing,Directive,10.0,3,42,1,4,4,type3,3.0,4,3,8,3,0.1648
M,28,3,Married,Logistics,Analytical,5.0,1,73,1,4,9,type2,1.0,3,2,8,2,0.1871
F,51,3,Married,R&D,Directive,19.0,2,64,1,1,7,type2,1.0,3,4,7,3,0.0595
F,21,3,Married,R&D,Directive,2.0,2,72,0,2,5,type2,3.0,2,2,7,3,0.0807
F,36,3,Married,R&D,Directive,12.0,4,69,1,2,9,type4,4.0,4,2,8,1,0.1435
F,32,3,Married,Human Resource Management,Analytical,10.0,4,58,2,1,5,type3,3.0,4,3,8,1,0.9776
M,54,1,Single,Purchasing,Conceptual,31.0,2,73,1,4,8,type3,2.0,3,3,8,4,0.1511
F,47,5,Married,IT,Directive,13.0,3,44,1,2,6,type2,1.0,3,4,6,3,0.541
F,21,4,Married,Sales,Analytical,2.0,2,69,1,3,4,type3,4.0,4,4,7,3,0.29100000000000004
F,62,3,Married,Purchasing,Behavioral,39.0,3,50,1,5,6,type3,2.0,3,3,5,2,0.6744
F,21,3,Single,Sales,Analytical,2.0,1,71,1,2,6,type2,2.0,4,2,8,3,0.6569
F,26,3,Married,IT,Directive,3.0,1,49,1,1,4,type2,4.0,3,2,8,5,0.0041
M,20,1,Single,IT,Analytical,1.0,1,45,0,3,6,type2,3.0,3,4,7,4,0.0088
F,27,3,Single,R&D,Conceptual,4.0,1,35,0,3,6,type0,1.0,4,4,9,5,0.906
F,31,3,Married,IT,Conceptual,2.0,2,21,0,2,5,type2,4.0,3,2,6,3,0.0551
F,35,4,Married,IT,Conceptual,9.0,1,43,1,1,8,type2,3.0,2,2,8,3,0.0843
F,27,3,Married,Logistics,Behavioral,3.0,2,25,1,2,5,type4,1.0,3,2,5,3,0.4855
M,39,2,Single,Operarions,Analytical,28.0,4,66,1,1,8,type2,2.0,3,4,9,3,0.2501
M,39,4,Single,Logistics,Directive,13.0,2,56,1,3,6,type0,3.0,4,4,6,5,0.1976
F,24,4,Single,R&D,Conceptual,5.0,1,62,0,4,5,type2,4.0,2,3,7,2,0.4778
M,45,4,Single,Purchasing,Analytical,12.0,4,69,0,2,3,type3,3.0,3,4,8,3,0.2625
M,52,4,Married,Logistics,Analytical,16.0,2,40,0,2,6,type2,3.0,3,3,7,3,0.1765
F,37,2,Married,Quality,Conceptual,13.0,4,41,0,2,9,type3,1.0,3,2,7,2,0.0424
F,64,4,Married,Human Resource Management,Conceptual,31.0,1,31,1,4,5,type2,1.0,4,1,7,5,0.0922
F,45,3,Married,Operarions,Behavioral,6.0,2,71,0,5,9,type2,4.0,3,4,9,3,0.0614
F,31,4,Married,IT,Conceptual,7.0,4,23,1,4,9,type2,3.0,4,3,5,3,0.1353
M,52,3,Married,Logistics,Conceptual,14.0,4,30,1,3,9,type2,1.0,3,1,5,4,0.4698
M,39,1,Single,Sales,Behavioral,19.0,3,66,1,3,8,type2,3.0,2,4,8,3,0.218
F,33,4,Single,Purchasing,Conceptual,10.0,4,55,1,3,8,type2,4.0,3,3,5,3,0.2972
M,21,3,Married,Accounting and Finance,Conceptual,2.0,1,41,1,5,8,type2,1.0,4,4,8,3,0.1104
F,30,4,Married,Logistics,Behavioral,8.0,1,46,1,3,9,type2,1.0,4,2,8,3,0.0188
